Code groupe;Libelle groupe;Type groupe;Milieu groupe;Support groupe;Code paramètre;Libelle paramètre;Fraction paramètre;Unite parametre;Defaut parametre;
1007;Eutrophisation;ANA;Prélèvements et analyses Rivières;Eau;1348;SiO2;Eau brute;milligramme par litre;O;
1007;Eutrophisation;ANA;Prélèvements et analyses Rivières;Eau;1436;PHEOPIG.;Eau brute;microgramme par litre;O;
1007;Eutrophisation;ANA;Prélèvements et analyses Rivières;Eau;1439;CHL.A;Eau brute;microgramme par litre;O;
1008;Complément AEAG;ANA;Prélèvements et analyses Rivières;Eau;1278;Toluene;Eau brute;microgramme par litre;O;
1008;Complément AEAG;ANA;Prélèvements et analyses Rivières;Eau;1847;Tributyl P;Eau brute;microgramme par litre;O;
1008;Complément AEAG;ANA;Prélèvements et analyses Rivières;Eau;1780;XYLENE;Eau brute;microgramme par litre;O;
1008;Complément AEAG;ANA;Prélèvements et analyses Rivières;Eau;1462;nBut.Phtal;Eau brute;microgramme par litre;O;
1008;Complément AEAG;ANA;Prélèvements et analyses Rivières;Eau;1527;DEthPhtal;Eau brute;microgramme par litre;O;
1008;Complément AEAG;ANA;Prélèvements et analyses Rivières;Eau;6755;Metformine;Eau brute;microgramme par litre;O;
1008;Complément AEAG;ANA;Prélèvements et analyses Rivières;Eau;6870;Acniflumic;Eau brute;microgramme par litre;O;
1008;Complément AEAG;ANA;Prélèvements et analyses Rivières;Eau;6989;Triclocarb;Eau brute;microgramme par litre;O;
1008;Complément AEAG;ANA;Prélèvements et analyses Rivières;Eau;1465;Ac. CAcétq;Eau brute;microgramme par litre;O;
1008;Complément AEAG;ANA;Prélèvements et analyses Rivières;Eau;1577;26DNtoluèn;Eau brute;microgramme par litre;O;
1008;Complément AEAG;ANA;Prélèvements et analyses Rivières;Eau;1924;BBP;Eau brute;microgramme par litre;O;
1008;Complément AEAG;ANA;Prélèvements et analyses Rivières;Eau;5400;Norethindr;Eau brute;microgramme par litre;O;
1008;Complément AEAG;ANA;Prélèvements et analyses Rivières;Eau;6733;CycloPamid;Eau brute;microgramme par litre;O;
1008;Complément AEAG;ANA;Prélèvements et analyses Rivières;Eau;6842;Carboxyibu;Eau brute;microgramme par litre;O;
1008;Complément AEAG;ANA;Prélèvements et analyses Rivières;Eau;7011;1OHIbuprof;Eau brute;microgramme par litre;O;
1008;Complément AEAG;ANA;Prélèvements et analyses Rivières;Eau;7594;BPS;Eau brute;microgramme par litre;O;
1008;Complément AEAG;ANA;Prélèvements et analyses Rivières;Eau;1390;CN TOT.;Eau brute;microgramme par litre;O;
1008;Complément AEAG;ANA;Prélèvements et analyses Rivières;Eau;1537;Pyrène;Eau brute;microgramme par litre;O;
1008;Complément AEAG;ANA;Prélèvements et analyses Rivières;Eau;1549;246 TCPhén;Eau brute;microgramme par litre;O;
1008;Complément AEAG;ANA;Prélèvements et analyses Rivières;Eau;7074;Dibutytin+;Eau brute;microgramme par litre;O;
1008;Complément AEAG;ANA;Prélèvements et analyses Rivières;Eau;1493;EDTA;Eau brute;microgramme par litre;O;
1008;Complément AEAG;ANA;Prélèvements et analyses Rivières;Eau;2925;Xylène;Eau brute;microgramme par litre;N;
1008;Complément AEAG;ANA;Prélèvements et analyses Rivières;Eau;1314;DCO;Eau brute;milligramme d'oxygène par litre;N;
1008;Complément AEAG;ANA;Prélèvements et analyses Rivières;Eau;1292;Xylène-o;Eau brute;microgramme par litre;N;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1263;Simazine;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1289;Triflural.;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1172;Dicofol;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;2028;Quinoxyfen;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1688;Aclonifène;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1119;Bifénox;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1140;Cyperméth.;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1170;Dichlorvos;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1197;Heptachlor;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1748;HepClEpox;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1129;Carbendaz.;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1149;Deltameth.;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1221;Métolachlo;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1414;Propyzamid;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1700;Fenpropidi;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1709;Piper.buto;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1903;Acétochlor;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;6853;MetolClOXA;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;6854;MetolClESA;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1108;DEA;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1109;DIA;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1125;Bromoxynil;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1175;Diméthoate;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1210;Malathion;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1230;Ométhoate;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1253;Prochloraz;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1261;Pyrimiph.M;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1268;Terbuthyl.;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1480;Dicamba;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1528;Pirimicarb;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1586;34DClAnili;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1675;Flurochlor;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1678;Dimethamid;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1744;Epoxcz;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1830;DeDIA;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1892;Rimsulfuro;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1929;C8H8Cl2N2O;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1945;Isoxafluto;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;2023;Flumioxazi;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;3159;2OHDethAtr;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1130;Carbofuran;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1214;Mécoprop;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1952;Oxyflfene;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1712;Propachlor;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1143;DDD 24';Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1169;Dichlorpro;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1179;Endosulf.b;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1187;Fénitroth.;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1200;HCH alpha;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1203;HCH gamma;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1227;Monolinuro;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1231;OxydémétoM;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1665;Phoxime;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1679;Dichlobeni;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1779;TPhenSn;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1092;Prosulfoca;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1094;LdaCihalo;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1102;Aldicarbe;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1112;Benflural.;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1128;Captane;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1133;Chloridazo;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1134;Chlorméph.;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1137;Cyanazine;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1139;Cymoxanil;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1157;Diazinon;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1171;Diclofop M;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1176;Dinoterbe;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1184;Ethofumés;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1188;Fenpropat;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1189;Fenpropimo;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1190;Fenthion;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1192;Folpel;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1193;Fluvalinat;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1194;Flusilazol;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1205;Ioxynil;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1211;Mancozèbe;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1215;Métamitron;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1216;Méthabenzt;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1217;Méthidat.;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1218;Méthomyl;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1225;Métribuzin;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1232;Parath. E;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1233;Parath. M;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1236;Phenmédiph;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1255;Propargite;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1257;Propiconaz;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1259;Pyridate;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1264;2,4,5-T;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1267;Terbuphos;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1280;Triadiméno;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1281;Triallate;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1287;Trichlorf.;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1288;Triclopyr;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1291;Vinclozol;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1333;Carbétamid;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1943;26Dethanil;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1832;2OHAtrazi;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1930;3,4-DCPU;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1932;IproAnilin;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;6856;AcetoClESA;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;6862;AcetoClOXA;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;6883;AcetoClSAA;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;6800;AlaClESA;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;6855;AlaCl OXA;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1812;Alpha-cype;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;2012;Amidosulf;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;2013;Antquinone;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1965;asulame;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;3160;2hDia;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1687;Benalaxyl;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;2924;Benfuracar;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;2074;Benoxacor;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;3209;Betacyflut;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1529;Bitertanol;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1686;Bromacil;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1941;bromoxy oc;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1860;Bromuconaz;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1861;Bupirimate;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1862;Buprofézin;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1863;Cadusafos;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1463;Carbaryl;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;2975;Carboxine;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;5749;Carfentraz;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;5554;Chlormequa;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1473;ClThalonil;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;2978;Clethodim;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;2095;Clodinafop;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;2017;Clomazone;Eau brute;microgramme par litre;O;
1009;Pesticides AEAG;ANA;Prélèvements et analyses Rivières;Eau;1810;Clopyralid;Eau brute;microgramme par litre;O;
